"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1710",NA,"Anthem Health Plans, Inc. dba Anthem Blue Cross and Blue Shield - Connecticut
                                    
                                        
                                    

                                    
                                        CMS Contract: H5854","CT","HMO","No",NA,NA,NA,"Medicare"
"917",NA,"Community Health Network of Connecticut, Inc.","CT","POS","No",NA,NA,NA,"Medicaid"
"1016",NA,"Community Health Network of Connecticut, Inc.","CT","HMO","No",NA,NA,NA,"Medicaid"
"1116",NA,"Community Health Network of Connecticut, Inc.","CT","PPO","No",NA,NA,NA,"Medicaid"
"918",4,"Highmark BCBSD Inc.","DE","HMO/POS/PPO","Yes",3,3.5,3,"Commercial"
"1017",3.5,"Aetna Health Inc. (Pennsylvania) - Delaware","DE","HMO/POS","Yes",2.5,3.5,3.5,"Commercial"
"1117",3.5,"Optimum Choice, Inc.","DE","HMO/POS","Yes",2,3,3,"Commercial"
"1215",3.5,"United Healthcare Services, Inc  (Delaware)","DE","PPO","Yes",3,3.5,3,"Commercial"
"1315",3.5,"UnitedHealthcare Insurance Company (Delaware)","DE","PPO","Yes",3,3.5,3,"Commercial"
"1411",3,"Aetna Life Insurance Company (Delaware)","DE","PPO/EPO","Yes",3,2.5,2.5,"Commercial"
"1511",3,"Cigna Health and Life Insurance Company - Delaware","DE","HMO/POS/PPO","Yes",3,2.5,2.5,"Commercial"
"1611",3,"Connecticut General Life Insurance Company - Delaware","DE","HMO/POS/PPO","Yes",3,2.5,2.5,"Commercial"
"1711",NA,"Compass Rose Health Plan","DE","PPO","No",NA,NA,NA,"Commercial"
"919",4.5,"Aetna Life Insurance Company (Delaware)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","DE","PPO","Yes",3.5,4,4,"Medicare"
"1018",4,"Aetna Health Inc. (Pennsylvania) - Delaware
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","DE","HMO","Yes",3,4,3.5,"Medicare"
"1118",4,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","DE","PPO","Yes",3.5,4,3.5,"Medicare"
"1216",3,"Cigna-HealthSpring Mid-Atlantic, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2108","DE","HMO","Yes",2,3,3,"Medicare"
"1316",NA,"UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","DE","PPO","Yes",NA,2,3,"Medicare"
"920",3,"Highmark BCBSD Health Options, Inc.","DE","HMO","Yes (Interim)",3.5,3,2.5,"Medicaid"
"1019",3,"Unison Health Plan of Delaware, Inc. d/b/a UnitedHealthcare Community Plan (DE)","DE","HMO","Yes",3.5,3,2.5,"Medicaid"
"921",4.5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","DC","HMO","Yes",3.5,4.5,4.5,"Commercial"
"1020",4,"Aetna Life Insurance Company (MD/DC)","DC","PPO/EPO","Yes",3,3.5,3.5,"Commercial"
"1119",4,"CareFirst of Maryland, Inc.","DC","PPO/EPO","Yes",3.5,3.5,3,"Commercial"
"1217",4,"Group Hospitalization and Medical Services, Inc. (GHMSI)","DC","PPO/EPO","Yes",3.5,3.5,3,"Commercial"
"1317",4,"MD - Individual Practice Association, Inc.","DC","HMO/POS","Yes",3.5,3,3,"Commercial"
"1412",3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","DC","HMO/POS","Yes",3.5,3,3,"Commercial"
"1512",3.5,"CareFirst BlueChoice","DC","HMO/POS","Yes",3,3.5,3,"Commercial"
"1612",3.5,"Cigna Health and Life Insurance Company - Virginia/District of Columbia","DC","HMO/POS/PPO","Yes",3,3,2.5,"Commercial"
"1712",3.5,"Connecticut General Life Insurance Company - Virginia/District of Columbia","DC","HMO/POS/PPO","Yes",3,3,2.5,"Commercial"
"1810",3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","DC","HMO/POS","Yes",3,3.5,3,"Commercial"
