"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"2431",3.5,"HIP Health Plan of New York","NY","HMO/POS","Yes",2,3.5,3,"Commercial"
"2527",3,"Empire BlueCross BlueShield","NY","PPO","No",2.5,3,3,"Commercial"
"2624",3,"Oxford Health Insurance","NY","PPO","Yes",2.5,2.5,2.5,"Commercial"
"2720",3,"United HealthCare Services","NY","PPO","Yes",2.5,2.5,2.5,"Commercial"
"2816",3,"UnitedHealthcare Insurance of New York","NY","PPO","Yes",2.5,2.5,2.5,"Commercial"
"2914",12,"12","NY","12","12",12,12,12,"Commercial"
"991",4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4.5,3.5,4,"Medicare"
"1090",4.5,"Excellus BlueCross BlueShield","NY","HMO","Yes",4,4,3.5,"Medicare"
"1184",4.5,"HealthNow New York","NY","HMO","Yes",4,4,4,"Medicare"
"1278",4.5,"HealthNow New York","NY","PPO","Yes",4,4,4,"Medicare"
"1374",4.5,"Independent Health Association","NY","HMO","Yes",4.5,3.5,3.5,"Medicare"
"1472",4.5,"MVP Health Care (East/Central NY)","NY","HMO/POS","Yes",4,3.5,4,"Medicare"
"1570",4.5,"MVP Health Care (Rochester/Buffalo)","NY","HMO/POS","Yes",4.5,4.5,4,"Medicare"
"1666",4.5,"Univera Healthcare","NY","HMO","Yes",4,4,3.5,"Medicare"
"1762",4,"Aetna Life Insurance Company (New York)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1859",4,"Aetna Life Insurance Company (Pennsylvania)","NY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1956",4,"CDPHP Universal Benefits","NY","PPO","No",4.5,4,4,"Medicare"
"2050",4,"Excellus BlueCross BlueShield","NY","PPO","Yes",3.5,3.5,3.5,"Medicare"
"2147",4,"MVP Health Care","NY","PPO","No",4,4,4,"Medicare"
"2239",3.5,"Aetna Health New York)","NY","HMO","Yes",3,3,3.5,"Medicare"
"2336",3.5,"HIP Health Plan of New York (H3330)","NY","HMO","Yes",2,3.5,3.5,"Medicare"
"2432",3.5,"Independent Health Association","NY","PPO","No",3.5,3,3.5,"Medicare"
"2528",3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",3,3.5,3,"Medicare"
"2625",3.5,"UnitedHealthcare Insurance","NY","PPO","Yes",2.5,2.5,3,"Medicare"
"2721",3,"Affinity Health Plan","NY","HMO","No",2.5,2.5,3,"Medicare"
"2817",3,"American Progressive Life & Health Insurance of New York","NY","PPO","No",3.5,3,3,"Medicare"
"2915",123,"123","NY","123","123",123,123,123,"Medicare"
"992",4.5,"Capital District Physicians' Health Plan","NY","HMO","Yes",4,4,4,"Medicaid"
"1091",4,"AMERIGROUP New York","NY","HMO","Yes",2,4,4,"Medicaid"
"1185",4,"Excellus BlueCross BlueShield","NY","HMO","Yes",3.5,4,3,"Medicaid"
"1279",4,"HealthNow New York","NY","HMO","Yes",3,3.5,3.5,"Medicaid"
"1375",4,"Independent Health Association","NY","HMO","Yes",3,3.5,3.5,"Medicaid"
"1473",3.5,"UnitedHealthcare Community Plan","NY","HMO","Yes",2.5,3,4,"Medicaid"
"1571",3.5,"WellCare of New York","NY","HMO","Yes",1.5,3.5,3.5,"Medicaid"
"1667",3,"Univera Community Health","NY","HMO","No",3,3.5,3,"Medicaid"
"1763",NA,"Affinity Health Plan","NY","HMO","No",NA,NA,NA,"Medicaid"
"1860",NA,"CenterLight Healthcare","NY","HMO","No",NA,NA,NA,"Medicaid"
"1957",NA,"Elderplan","NY","HMO","No",NA,NA,NA,"Medicaid"
"2051",NA,"Fidelis Care","NY","HMO","No",NA,NA,NA,"Medicaid"
"2148",NA,"GuildNet","NY","HMO","No",NA,NA,NA,"Medicaid"
"2240",NA,"Health Plus Amerigroup","NY","HMO","No",NA,NA,NA,"Medicaid"
"993",4,"Cigna Health and Life Insurance","NC","PPO","Yes",3.5,3.5,3,"Commercial"
"1092",4,"Connecticut General Life Insurance (Cigna)","NC","PPO","Yes",3.5,3.5,3,"Commercial"
"1186",3.5,"Blue Cross Blue Shield of North Carolina","NC","PPO","Yes",4,3.5,3,"Commercial"
"1280",3.5,"Blue Cross Blue Shield of North Carolina","NC","POS","Yes",1.5,3,3.5,"Commercial"
"1376",3,"Cigna HealthCare of North Carolina","NC","HMO/POS","Yes",4.5,2.5,NA,"Commercial"
"1474",3,"Coventry Health Care of the Carolinas","NC","HMO/POS","Yes",3,3,2,"Commercial"
"1572",3,"United HealthCare Services","NC","PPO","Yes",3,2.5,2.5,"Commercial"
"1668",3,"UnitedHealthcare Insurance","NC","PPO","Yes",3,2.5,2.5,"Commercial"
"1764",2.5,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,2,2,"Commercial"
"1861",NA,"Aetna Health (Pennsylvania) - North Carolina","NC","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1958",NA,"Special Agents Mutual Benefit Association","NC","PPO","No",3,NA,NA,"Commercial"
"2052",NA,"Compass Rose Health Plan","NC","PPO","No",NA,NA,NA,"Commercial"
"994",4,"Aetna Health (Pennsylvania)","NC","HMO","Yes",3.5,4,3,"Medicare"
"1093",4,"Aetna Health (Pennsylvania) - North Carolina","NC","HMO","Yes",3.5,4,3,"Medicare"
"1187",4,"Aetna Life Insurance Company (North Carolina)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1281",4,"Aetna Life Insurance Company (Pennsylvania)","NC","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1377",4,"Humana Medical Plan - Florida","NC","HMO","Yes",3,4,3.5,"Medicare"
"1475",4,"UnitedHealthcare of North Carolina","NC","PPO","Yes",3.5,4,3,"Medicare"
"1573",3.5,"FirstCarolinaCare Insurance Company","NC","HMO","No",4,4,3,"Medicare"
"1669",3.5,"Humana Insurance (Ohio)","NC","PPO","Yes",3.5,3.5,3,"Medicare"
"1765",3.5,"UnitedHealthcare Insurance","NC","PPO","Yes",3,3.5,3,"Medicare"
"1862",3.5,"UnitedHealthcare of North Carolina","NC","HMO/POS","Yes",3.5,3.5,3,"Medicare"
"1959",3,"Blue Cross Blue Shield of North Carolina","NC","HMO","No",4,3,2.5,"Medicare"
"2053",3,"Blue Cross Blue Shield of North Carolina","NC","PPO","No",4,3,3,"Medicare"
"2149",3,"Humana Insurance","NC","PPO","No",4,3,3,"Medicare"
"2241",2.5,"Coventry Health Care of the Carolinas","NC","PPO","No",3,2.5,2.5,"Medicare"
"2337",2,"Care Improvement Plus of Texas (H0084)","NC","PPO","No",2.5,2,2,"Medicare"
"2433",2,"Care Improvement Plus of Texas (R6801)","NC","PPO","No",2.5,2,2,"Medicare"
"2529",NA,"Cigna HealthCare of North Carolina","NC","HMO","No",NA,NA,1.5,"Medicare"
"2626",NA,"FirstCarolinaCare Insurance Company","NC","PPO","No",NA,NA,3,"Medicare"
"150",NA,"[ No Data Submitted for Accounts ]","NC","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"995",4,"Medica","ND","HMO/POS","Yes",3,3.5,4,"Commercial"
"1094",4,"Medica Insurance Company (MIC)","ND","PPO","Yes",3,3.5,4,"Commercial"
"1188",4,"Medica Self-Insured (MSI)","ND","PPO","Yes",3,3.5,4,"Commercial"
"1282",4,"Sanford Health Plan","ND","HMO","Yes",3,3,4,"Commercial"
"1378",NA,"Aetna Life Insurance Company (ND/SD/WY/MT)","ND","PPO","Yes",NA,NA,NA,"Commercial"
"1476",NA,"Special Agents Mutual Benefit Association","ND","PPO","No",3,NA,NA,"Commercial"
"1574",NA,"Blue Cross Blue Shield of North Dakota","ND","PPO","No",NA,NA,NA,"Commercial"
"1670",NA,"Compass Rose Health Plan","ND","PPO","No",NA,NA,NA,"Commercial"
"996",4,"Aetna Life Insurance Company (Pennsylvania)","ND","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1095",4,"Medica (Cost)","ND","HMO","No",4,3.5,4,"Medicare"
"1189",3.5,"Humana Insurance (Ohio)","ND","PPO","Yes",3.5,3.5,3,"Medicare"
"1283",3.5,"UnitedHealthcare Insurance","ND","PPO","Yes",3,3.5,3,"Medicare"
"1379",NA,"Medica (H2458)ʠ","ND","HMO","No",NA,NA,NA,"Medicare"
"997",NA,"Sanford Health Plan","ND","HMO","No",NA,NA,NA,"Medicaid"
"998",4.5,"AultCare HMO","OH","HMO","Yes",4.5,3,4,"Commercial"
"1096",4,"Health Plan of the Upper Ohio Valley","OH","HMO","Yes",4,3,3,"Commercial"
"1190",4,"HealthSpan Integrated Care","OH","HMO","Yes",2.5,4,4,"Commercial"
"1284",4,"Paramount Insurance Company","OH","HMO","Yes",3.5,3.5,3.5,"Commercial"
"1380",3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO/POS","Yes",3,3,3,"Commercial"
"1477",3.5,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3,3,3,"Commercial"
"1575",3.5,"AultCare","OH","PPO","Yes",3,2.5,3.5,"Commercial"
"1671",3.5,"Cigna Health and Life Insurance","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial"
"1766",3.5,"Connecticut General Life Insurance (Cigna)","OH","HMO/POS/PPO","Yes",3,3,3,"Commercial"
"1863",3.5,"Humana Health Plan of Ohio","OH","HMO/POS","Yes",2,3.5,3,"Commercial"
"1960",3.5,"Medical Mutual of Ohio","OH","HMO/POS/PPO","Yes",4,3,2.5,"Commercial"
"2054",3.5,"Summa Insurance","OH","PPO","Yes",3,3,3.5,"Commercial"
"2150",3.5,"United Healthcare Insurance","OH","PPO","Yes",3,3,3,"Commercial"
"2242",3.5,"United HealthCare Services","OH","PPO","Yes",3,3,3,"Commercial"
"2338",3,"Anthem Blue Cross and Blue Shield in Ohio","OH","PPO","Yes",2,3,3,"Commercial"
"2434",NA,"Anthem Blue Cross and Blue Shield in Ohio","OH","HMO/POS","Yes",3,2.5,NA,"Commercial"
"2530",NA,"HealthSpan","OH","HMO","Yes (Interim)",NA,NA,NA,"Commercial"
"2627",NA,"Humana Insurance","OH","PPO","Yes",NA,3,3,"Commercial"
"2722",NA,"Special Agents Mutual Benefit Association","OH","PPO","No",3,NA,NA,"Commercial"
"2818",NA,"Compass Rose Health Plan","OH","PPO","No",NA,NA,NA,"Commercial"
"999",4.5,"AultCare Health Insuring Corporation (AHIC)","OH","HMO/POS","Yes",4,4,4,"Medicare"
"1097",4.5,"HealthSpan Integrated Care","OH","HMO","Yes",3.5,4.5,3.5,"Medicare"
"1191",4.5,"Paramount Health Care","OH","HMO","Yes",4,4,4,"Medicare"
"1285",4,"Aetna Life Insurance Company (Ohio)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1381",4,"Aetna Life Insurance Company (Pennsylvania)","OH","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1478",4,"Health Plan of the Upper Ohio Valley (Hometown Region)","OH","HMO","Yes",4.5,3,3.5,"Medicare"
"1576",4,"SummaCare","OH","HMO/POS","Yes",4,4,3.5,"Medicare"
"1672",3.5,"Aetna Health (Pennsylvania) - Ohio","OH","HMO","Yes",3,3,3,"Medicare"
"1767",3.5,"Health Plan of the Upper Ohio Valley (SecureCare)","OH","HMO","Yes",3.5,3,3,"Medicare"
"1864",3.5,"HealthAmerica Advantra (H5522)","OH","PPO","No",3.5,3,3.5,"Medicare"
"1961",3.5,"Humana Healthplan of Ohio","OH","HMO","Yes",3.5,3,3.5,"Medicare"
"2055",3.5,"Humana Insurance (Ohio)","OH","PPO","Yes",3.5,3.5,3,"Medicare"
"2151",3.5,"UnitedHealthcare Insurance","OH","PPO","Yes",3,3.5,3,"Medicare"
"2243",3.5,"UnitedHealthcare of Ohio","OH","HMO/POS","Yes",3.5,3,3,"Medicare"
"2339",3,"Health Plan of the Upper Ohio Valley","OH","PPO","No",3.5,2.5,3,"Medicare"
"2435",3,"HealthAmerica Advantra (H8980)","OH","PPO","No",3.5,2.5,3,"Medicare"
"2531",3,"Humana Insurance","OH","PPO","No",4,3,3,"Medicare"
"2628",3,"Mt. Carmel Health Plan","OH","HMO","No",4,2.5,2.5,"Medicare"
"2723",3,"Mt. Carmel Health Plan","OH","PPO","No",4,2.5,2.5,"Medicare"
"2819",NA,"Care Improvement Plus South Central Insurance","OH","HMO/POS","No",NA,2,2,"Medicare"
"2916",12,"12","OH","12","12",12,12,12,"Medicare"
"9100",3.5,"CareSource","OH","HMO","Yes",4,2.5,2.5,"Medicaid"
"1098",3.5,"Molina Healthcare of Ohio","OH","HMO","Yes",3.5,2.5,3.5,"Medicaid"
"1192",3.5,"Paramount Advantage","OH","HMO","Yes",3.5,2.5,3,"Medicaid"
"1286",3,"Buckeye Community Health Plan","OH","HMO","Yes",4,2,2.5,"Medicaid"
"1382",3,"UnitedHealthcare Community Plan","OH","HMO","Yes",4,2,2.5,"Medicaid"
"9101",3.5,"Coventry Health Care of Kansas","OK","HMO/POS","Yes",3.5,2.5,3,"Commercial"
"1099",2.5,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3,2,2,"Commercial"
"1193",2.5,"United HealthCare Services","OK","PPO","Yes",2.5,2,1.5,"Commercial"
"1287",2.5,"UnitedHealthcare Insurance","OK","PPO","Yes",2.5,2,1.5,"Commercial"
"1383",2.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,1.5,1.5,"Commercial"
"1479",2,"Coventry Health and Life Insurance Company (Kansas)","OK","PPO","Yes",2.5,1.5,1.5,"Commercial"
"1577",NA,"Aetna Health (Pennsylvania) - Oklahoma","OK","HMO/POS","Yes",NA,NA,NA,"Commercial"
"1673",NA,"Coventry Health and Life Insurance Company (Oklahoma)","OK","PPO","Yes",NA,NA,NA,"Commercial"
"1768",NA,"GlobalHealth","OK","HMO","Yes",NA,NA,NA,"Commercial"
"1865",NA,"Special Agents Mutual Benefit Association","OK","PPO","No",3,NA,NA,"Commercial"
"1962",NA,"CommunityCare Managed Healthcare Plans of Oklahoma","OK","HMO","No",NA,NA,NA,"Commercial"
"2056",NA,"Compass Rose Health Plan","OK","PPO","No",NA,NA,NA,"Commercial"
"9102",4,"Aetna Life Insurance Company (Oklahoma)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10100",4,"Aetna Life Insurance Company (Pennsylvania)","OK","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1194",3.5,"CommunityCare Managed Healthcare Plans of Oklahoma","OK","HMO","No",4,3.5,3,"Medicare"
"1288",3.5,"Coventry Health Care of Kansas","OK","HMO","No",3,3.5,3.5,"Medicare"
"1384",3.5,"Humana Insurance (Ohio)","OK","PPO","Yes",3.5,3.5,3,"Medicare"
"1480",3.5,"UnitedHealthcare Insurance","OK","PPO","Yes",3,3.5,3,"Medicare"
"1578",3.5,"UnitedHealthcare of Oklahoma","OK","HMO","Yes",3.5,3,2.5,"Medicare"
"1674",3,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3822)","OK","HMO","No",3,3.5,2.5,"Medicare"
"1769",3,"Coventry Health and Life Insurance Company","OK","PPO","No",3.5,3,3,"Medicare"
"1866",3,"Humana Insurance","OK","PPO","No",4,3,3,"Medicare"
"1963",2.5,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3251)","OK","HMO","No",3,3,2,"Medicare"
"2057",2.5,"Lovelace Medicare Plan","OK","HMO","No",2.5,2,2.5,"Medicare"
"2152",NA,"Aetna Health (Pennsylvania) - Oklahoma","OK","HMO","Yes",NA,1.5,2.5,"Medicare"
"2244",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H0107)","OK","PPO","No",NA,NA,NA,"Medicare"
"2340",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H3979)","OK","HMO","No",NA,NA,2,"Medicare"
"2436",NA,"Blue Cross and Blue Shield of Illinois/Blue Cross Blue Shield of New Mexico (H8634)","OK","PPO","No",NA,NA,1,"Medicare"
"2532",NA,"Humana Regional Health Plan (Oklahoma)","OK","HMO","No",NA,NA,2,"Medicare"
"2629",NA,"Oklahoma Superior Select (OKSSI) H3708-001ʠ","OK","HMO","No",NA,NA,NA,"Medicare"
"160",NA,"[ No Data Submitted for Accounts ]","OK","[ No Data Submitted for Accounts ]","[ No Data Submitted for Accounts ]",NA,NA,NA,"Medicaid"
"9103",4.5,"Kaiser Foundation Health Plan of the Northwest","OR","HMO","Yes",3,4.5,4.5,"Commercial"
"10101",3.5,"Cigna Health and Life Insurance","OR","PPO","Yes",2,3,3.5,"Commercial"
"1195",3.5,"Connecticut General Life Insurance (Cigna)","OR","PPO","Yes",2,3,3.5,"Commercial"
"1289",3,"Moda Health","OR","PPO","Yes",3,2.5,2.5,"Commercial"
"1385",3,"PacificSource Health Plans - Oregon","OR","PPO","Yes",1.5,2.5,3,"Commercial"
"1481",3,"Providence Health Plans - Oregon","OR","PPO","No (In process)",2,3,3.5,"Commercial"
"1579",3,"United HealthCare Services","OR","PPO","Yes",2,2.5,3,"Commercial"
"1675",3,"UnitedHealthcare Insurance","OR","PPO","Yes",2,2.5,3,"Commercial"
"1770",2.5,"Aetna Life Insurance Company (Oregon)","OR","PPO","Yes",2,2,2,"Commercial"
"1867",2.5,"LifeWise Health Plan of Oregon","OR","PPO","Yes",1.5,2,2,"Commercial"
"1964",2.5,"Regence BlueCross BlueShield of Oregon","OR","PPO","No (Scheduled)",2.5,2.5,3,"Commercial"
"2058",NA,"Freelancers Consumer Operated and Oriented Program of Oregon","OR","PPO","Yes (Interim)",NA,NA,NA,"Commercial"
"2153",NA,"Oregon's Health CO-OP","OR","PPO","Yes",NA,NA,NA,"Commercial"
"2245",NA,"Special Agents Mutual Benefit Association","OR","PPO","No",3,NA,NA,"Commercial"
"2341",NA,"Compass Rose Health Plan","OR","PPO","No",NA,NA,NA,"Commercial"
"9104",5,"Kaiser Foundation Health Plan of the Northwest","OR","HMO","Yes",4,5,4.5,"Medicare"
"10102",4,"Aetna Life Insurance Company (Pennsylvania)","OR","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1196",4,"Humana Medical Plan - Florida","OR","HMO","Yes",3,4,3.5,"Medicare"
"1290",4,"Providence Health Plans","OR","HMO/POS","No",4,5,4,"Medicare"
"1386",4,"UnitedHealthcare of Oregon","OR","HMO","Yes",3,4,3.5,"Medicare"
"1482",3.5,"ATRIO Health Plans (H7006)","OR","PPO","No",4.5,4,3,"Medicare"
"1580",3.5,"Health Net of Oregon","OR","HMO","No",3.5,4,3.5,"Medicare"
"1676",3.5,"Humana Insurance (Ohio)","OR","PPO","Yes",3.5,3.5,3,"Medicare"
"1771",3.5,"PacificSource","OR","HMO/POS","No",4,3.5,3,"Medicare"
"1868",3.5,"Regence BlueCross BlueShield of Oregon","OR","PPO","No (Scheduled)",3.5,4,3,"Medicare"
"1965",3.5,"UnitedHealthcare Insurance","OR","HMO/POS","Yes",3,3,3,"Medicare"
"2059",3.5,"UnitedHealthcare Insurance","OR","PPO","Yes",3,3.5,3,"Medicare"
"2154",3.5,"UnitedHealthcare Insurance","OR","PPO","Yes",2.5,3,3,"Medicare"
"2246",3,"Health Net Life Insurance","OR","PPO","No",3,3,3,"Medicare"
"2342",3,"Health Plan of CareOregon","OR","POS","Yes",2,2.5,3,"Medicare"
"2437",3,"Moda Health","OR","PPO","No",3,3.5,2.5,"Medicare"
"2533",3,"PacificSource","OR","PPO","No",3.5,2,3,"Medicare"
"2630",3,"Samaritan Advantage Health Plans","OR","HMO","No",3,3,2.5,"Medicare"
"2724",2.5,"ATRIO Health Plans (H3814)ʠ","OR","HMO","No",2,2,3,"Medicare"
"2820",2.5,"ATRIO Health Plans (H5995)ʠ","OR","HMO","No",2,3,2.5,"Medicare"
"2917",12,"12","OR","12","12",12,12,12,"Medicare"
"9105",NA,"Trillium Community Health Plan","OR","HMO","Yes (Interim)",NA,NA,NA,"Medicaid"
"10103",NA,"Cascade Comprehensive Care","OR","HMO","No",NA,NA,NA,"Medicaid"
"1197",NA,"Douglas County Individual Practice Association","OR","HMO","No",NA,NA,NA,"Medicaid"
"1291",NA,"FamilyCare","OR","HMO","No",NA,NA,NA,"Medicaid"
"1387",NA,"Marion Polk Community Health Plan Advantage","OR","HMO","No",NA,NA,NA,"Medicaid"
"1483",NA,"Mid Rogue Independent Physician Association","OR","HMO","No",NA,NA,NA,"Medicaid"
"1581",NA,"PacificSource","OR","HMO","No",NA,NA,NA,"Medicaid"
"1677",NA,"Samaritan Advantage Health Plans","OR","HMO","No",NA,NA,NA,"Medicaid"
"1772",NA,"Tuality Health Alliance","OR","HMO","No",NA,NA,NA,"Medicaid"
"9106",5,"UPMC Benefit Management Services","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"10104",5,"UPMC Health Coverage","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"1198",4.5,"Geisinger Health Plan","PA","HMO/POS","Yes",3,4,4,"Commercial"
"1292",4.5,"Geisinger Quality Options","PA","PPO","Yes",4,4,4.5,"Commercial"
"1388",4.5,"HealthAmerica Pennsylvania","PA","HMO","Yes",4.5,4.5,4,"Commercial"
"1484",4.5,"HealthAssurance Pennsylvania","PA","POS","Yes",4.5,4.5,4,"Commercial"
"1582",4.5,"Keystone Health Plan West","PA","HMO","Yes",3.5,4.5,3.5,"Commercial"
"1678",4.5,"Martin's Point US Family Health Plan","PA","HMO","Yes",5,3.5,3.5,"Commercial"
"1773",4.5,"UPMC Health Plan","PA","HMO","No (Scheduled)",4.5,4.5,4,"Commercial"
"1869",4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3,3.5,3,"Commercial"
"1966",4,"AmeriHealth HMO","PA","HMO/POS","Yes",3,3.5,3,"Commercial"
"2060",4,"Capital Advantage Assurance Company","PA","PPO","Yes",3.5,3.5,3,"Commercial"
"2155",4,"Capital Advantage Insurance","PA","POS","Yes",3.5,4,3.5,"Commercial"
"2247",4,"First Priority Health","PA","HMO/POS","Yes",4.5,3.5,3,"Commercial"
"2343",4,"Highmark Health Insurance Company (HHIC)","PA","PPO","Yes",3,3.5,3.5,"Commercial"
"2438",4,"Keystone Health Plan Central","PA","HMO","Yes",3.5,4,3.5,"Commercial"
"2534",4,"Keystone Health Plan East","PA","HMO/POS","Yes",3.5,4,3,"Commercial"
"2631",4,"QCC Insurance (Personal Choice)","PA","PPO","Yes",4,4,3.5,"Commercial"
"2725",4,"UPMC Benefit Management Services","PA","PPO","Yes",2.5,4,4,"Commercial"
"2821",4,"UPMC Health Options","PA","PPO","Yes",2.5,4,4,"Commercial"
"2918",12,"12","PA","12","12",12,12,12,"Commercial"
"9107",4.5,"Geisinger Health Plan","PA","HMO","Yes",4,4,4,"Medicare"
"10105",4.5,"Keystone Health Plan East","PA","HMO","Yes",4,3.5,4,"Medicare"
"1199",4.5,"QCC Insurance (Personal Choice)","PA","PPO","Yes",4.5,3.5,3.5,"Medicare"
"1293",4,"Aetna Health (Pennsylvania)","PA","HMO","Yes",3.5,4,3,"Medicare"
"1389",4,"Aetna Life Insurance Company (Pennsylvania)","PA","PPO","Yes",3.5,3.5,3.5,"Medicare"
"1485",4,"Geisinger Indemnity Insurance","PA","PPO","Yes",3.5,3,3.5,"Medicare"
"1583",4,"HealthAmerica Advantra","PA","HMO","Yes",3.5,4,3.5,"Medicare"
"1679",4,"Highmark Senior Health Company","PA","PPO","Yes",4,3.5,3,"Medicare"
"1774",4,"Keystone Health Plan Central","PA","HMO","Yes",4,4,3,"Medicare"
"1870",4,"Keystone Health Plan West","PA","HMO","Yes",3.5,4,3.5,"Medicare"
"1967",4,"UnitedHealthcare Insurance","PA","HMO","No",4,5,4,"Medicare"
"2061",4,"UPMC Health Plan","PA","HMO","Yes",3.5,3.5,3.5,"Medicare"
"2156",3.5,"HealthAmerica Advantra (H5522)","PA","PPO","No",3.5,3,3.5,"Medicare"
"2248",3.5,"Humana Benefit Plan of Illinois","PA","PPO","No",3.5,3.5,3,"Medicare"
"2344",3.5,"Humana Insurance (Ohio)","PA","PPO","Yes",3.5,3.5,3,"Medicare"
"2439",3.5,"UnitedHealthcare Insurance","PA","PPO","Yes",3,3.5,3,"Medicare"
"2535",3.5,"UnitedHealthcare Insurance (Pennsylvania)","PA","PPO","Yes",3,2.5,3,"Medicare"
"2632",3.5,"UPMC Health Network","PA","PPO","Yes",3,3,3.5,"Medicare"
"2726",3,"American Progressive Life & Health Insurance of New York","PA","PPO","No",3.5,3,3,"Medicare"
"2822",3,"Cigna-HealthSpring Pennsylvania","PA","HMO","Yes",2,3,3,"Medicare"
"2919",12,"12","PA","12","12",12,12,12,"Medicare"
"9108",4,"AmeriHealth Caritas Pennsylvania","PA","HMO","Yes",3.5,4,3.5,"Medicaid"
"10106",4,"Health Partners Plans","PA","HMO","Yes",3.5,4,3.5,"Medicaid"
"11100",4,"Keystone First","PA","HMO","Yes",3.5,4,3.5,"Medicaid"
"1294",4,"UPMC For You","PA","HMO","Yes",3,4,4,"Medicaid"
"1390",3.5,"Gateway Health","PA","HMO","Yes",3,3.5,3,"Medicaid"
"1486",3.5,"Geisinger Health Plan","PA","HMO","No (Scheduled)",2,4,4,"Medicaid"
"1584",3.5,"UnitedHealthcare Community Plan","PA","HMO","Yes",3,3.5,2.5,"Medicaid"
"1680",3,"Aetna Better Health","PA","HMO","Yes",2,3,3,"Medicaid"
"9109",5,"Tufts Associated Health Maintenance Organization","RI","HMO/POS","Yes",3.5,4.5,4.5,"Commercial"
"10107",5,"Tufts Benefit Administrators","RI","PPO","Yes",4,4.5,4.5,"Commercial"
"11101",4.5,"Blue Cross & Blue Shield of Rhode Island","RI","PPO","Yes",3.5,4.5,4,"Commercial"
"1295",3.5,"United HealthCare Services","RI","PPO","Yes",3,4,2.5,"Commercial"
"1391",3.5,"UnitedHealthcare Insurance","RI","PPO","Yes",3,4,2.5,"Commercial"
"1487",3,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",2.5,3,NA,"Commercial"
"1585",3,"Cigna Health and Life Insurance","RI","PPO","Yes",2.5,3.5,NA,"Commercial"
"1681",3,"Connecticut General Life Insurance (Cigna)","RI","PPO","Yes",2.5,3.5,NA,"Commercial"
"1775",NA,"Special Agents Mutual Benefit Association","RI","PPO","No",3,NA,NA,"Commercial"
"1871",NA,"UnitedHealthcare of New England","RI","HMO","Yes",NA,NA,NA,"Commercial"
"1968",NA,"Brighton Marine US Family Health Plan","RI","HMO","No",NA,NA,NA,"Commercial"
"2062",NA,"Compass Rose Health Plan","RI","PPO","No",NA,NA,NA,"Commercial"
"9110",4,"Aetna Life Insurance Company (Pennsylvania)","RI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"10108",4,"Aetna Life Insurance Company (Rhode Island)","RI","PPO","Yes",3.5,3.5,3.5,"Medicare"
"11102",4,"UnitedHealthcare Insurance (Regional)","RI","PPO","Yes",3,3.5,3.5,"Medicare"
"1296",3.5,"UnitedHealthcare Insurance","RI","PPO","Yes",3,3.5,3,"Medicare"
"1392",3.5,"UnitedHealthcare of New England","RI","HMO","Yes",2.5,3.5,3.5,"Medicare"
"1488",3,"UnitedHealthcare Insurance of Massachusettsʠ","RI","HMO","No",2,3.5,3.5,"Medicare"
"1586",NA,"UnitedHealthcare Insuranceʠ","RI","PPO","No",NA,1,NA,"Medicare"
"1682",NA,"Blue Cross & Blue Shield of Rhode Island","RI","POS","No",NA,NA,NA,"Medicare"
"9111",4.5,"Neighborhood Health Plan of Rhode Island","RI","HMO","Yes",4,4.5,4,"Medicaid"
"10109",4.5,"UnitedHealthcare Community Plan","RI","HMO","Yes",3.5,4.5,4,"Medicaid"
"9112",3,"BlueChoice HealthPlan of South Carolina","SC","HMO/POS","Yes",3,2.5,2,"Commercial"
