"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"918",4,"Aetna Health Inc. (Pennsylvania) - Delaware","DE","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1017",4,"Highmark BCBSD Inc.","DE","HMO/POS/PPO","Yes",3.5,3.5,3.5,"Commercial"
"1115",3.5,"Coventry Health Care of Delaware, Inc.","DE","HMO/POS","Yes",3,2.5,3,"Commercial"
"1215",3.5,"United Healthcare Services, Inc  (Delaware)","DE","PPO","Yes",3,3,3,"Commercial"
"1314",3.5,"UnitedHealthcare Insurance Company (Delaware)","DE","PPO","Yes",3,3,3,"Commercial"
"1412",3,"Aetna Life Insurance Company (Delaware)","DE","PPO","Yes",3.5,2.5,2,"Commercial"
"1511",3,"Cigna Health and Life Insurance Company - Delaware","DE","HMO/POS/PPO","Yes",3,3,2,"Commercial"
"1611",3,"Connecticut General Life Insurance Company - Delaware","DE","HMO/POS/PPO","Yes",3,3,2,"Commercial"
"1710",3,"Optimum Choice, Inc.","DE","HMO/POS","Yes",2,3,3,"Commercial"
"1810",NA,"Compass Rose Health Plan","DE","PPO","No",NA,NA,NA,"Commercial"
"919",4,"Aetna Health Inc. (Pennsylvania) - Delaware
                                    
                                        
                                    

                                    
                                        CMS Contract: H3931","DE","HMO","Yes",3.5,3.5,3.5,"Medicare"
"1018",4,"Aetna Life Insurance Company (Delaware)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","DE","PPO","Yes",4,4,3.5,"Medicare"
"1116",3,"Cigna-HealthSpring Mid-Atlantic, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2108","DE","HMO","Yes - Under Review by NCQA",1.5,3,3,"Medicare"
"1216",NA,"Sierra Health and Life Insurance Company, Inc.-(DC,DE,MD,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","DE","PPO","Yes",NA,3.5,3,"Medicare"
"1315",NA,"UnitedHealthcare Insurance Company (DC,DE,MD,PA,VA,WV)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","DE","PPO","Yes",NA,1.5,2.5,"Medicare"
"1413",NA,"UnitedHealthcare Insurance Company (MA/RI)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2228","DE","PPO","Yes",NA,1.5,2.5,"Medicare"
"920",3.5,"Unison Health Plan of Delaware, Inc. d/b/a UnitedHealthcare Community Plan (DE)","DE","HMO","Yes",3.5,3,2.5,"Medicaid"
"1019",3,"Highmark BCBSD Health Options, Inc.","DE","HMO","No (Scheduled)",4.5,3.5,2.5,"Medicaid"
"921",5,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.","DC","HMO","Yes",4,4.5,4.5,"Commercial"
"1020",4,"MD - Individual Practice Association, Inc.","DC","HMO/POS","Yes",3.5,3.5,3.5,"Commercial"
"1117",3.5,"Aetna Health Inc. (Pennsylvania) - Maryland","DC","HMO/POS","Yes",2,3,3,"Commercial"
"1217",3.5,"Aetna Life Insurance Company (MD/DC)","DC","PPO","Yes",3,3.5,3.5,"Commercial"
"1316",3.5,"CareFirst BlueChoice","DC","HMO/POS","Yes",2.5,3,3,"Commercial"
"1414",3.5,"Cigna Health and Life Insurance Company - Virginia/District of Columbia","DC","HMO/POS/PPO","Yes",2.5,3,3.5,"Commercial"
"1512",3.5,"Connecticut General Life Insurance Company - Virginia/District of Columbia","DC","HMO/POS/PPO","Yes",2.5,3,3.5,"Commercial"
"1612",3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","DC","PPO","Yes",3,3.5,3,"Commercial"
"1711",3.5,"Group Hospitalization and Medical Services, Inc. (GHMSI)","DC","HMO/POS","Yes",2.5,3,3,"Commercial"
"1811",3.5,"UnitedHealthcare of the Mid-Atlantic, Inc.","DC","HMO/POS","Yes",2,3.5,3,"Commercial"
