"","rating","plan","state","type","ncqa","consumersat","prevention","treatment","instype"
"1412",3.5,"Anthem Health Plans, Inc. dba Anthem Blue Cross and Blue Shield - Connecticut
                                    
                                        
                                    

                                    
                                        Special Project: Federal Employee Program","CT","PPO","Yes",4,2.5,2.5,"Commercial"
"1512",3.5,"ConnectiCare Insurance Company, Inc. (CICI)","CT","POS/EPO","Yes",2.5,3.5,3,"Commercial"
"1612",3.5,"ConnectiCare, Inc.","CT","HMO/POS","Yes",2.5,3.5,3,"Commercial"
"1712",3.5,"HPHC Insurance Company, Inc.","CT","PPO","Yes",3,3,3,"Commercial"
"189",3.5,"United Healthcare Services, Inc  (Connecticut)","CT","PPO","Yes",2.5,3.5,3.5,"Commercial"
"199",3.5,"UnitedHealthcare Insurance Company (Connecticut)","CT","PPO","Yes",2.5,3.5,3.5,"Commercial"
"209",3,"Cigna HealthCare of Connecticut, Inc.","CT","HMO/POS","Yes",2.5,2.5,NA,"Commercial"
"218",1.5,"American Postal Workers Union Health Plan","CT","PPO","No",4,0.5,1.5,"Commercial"
"227",NA,"Aetna Health Inc. (Connecticut)","CT","HMO/POS","Yes",NA,NA,NA,"Commercial"
"236",NA,"Compass Rose Health Plan","CT","PPO","No",NA,NA,NA,"Commercial"
"245",NA,"Government Employees Health Association, Inc.","CT","PPO","No",NA,NA,NA,"Commercial"
"255",NA,"National Association of Letter Carriers Health Benefit Plan","CT","PPO","No",NA,NA,NA,"Commercial"
"265",NA,"Special Agents Mutual Benefit Association","CT","PPO","No",NA,NA,NA,"Commercial"
"916",4,"Aetna Health Inc. (Connecticut)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5793","CT","HMO","Yes",3.5,3.5,4,"Medicare"
"1016",4,"Aetna Life Insurance Company (Connecticut)
                                    
                                        
                                    

                                    
                                        CMS Contract: H5521","CT","PPO","Yes",3.5,4,3.5,"Medicare"
"1115",4,"Sierra Health and Life Insurance Company, Inc.-(CT,MA,ME,NH,RI,VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H2001","CT","PPO","Yes",4,5,3.5,"Medicare"
"1214",3.5,"ConnectiCare, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H3528","CT","HMO/POS","No",4,4,3.5,"Medicare"
"1313",3.5,"Oxford Health Plans (CT), Inc. (Medicare)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0755","CT","HMO","Yes",3,3,3,"Medicare"
"1413",3.5,"Sierra Health and Life Insurance Company, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H2406","CT","PPO","No",3.5,4,3.5,"Medicare"
"1513",3.5,"UnitedHealthcare Insurance Company - Regional (CT, MA, RI, VT)
                                    
                                        
                                    

                                    
                                        CMS Contract: R7444","CT","PPO","Yes",3,3.5,2.5,"Medicare"
"1613",3.5,"WellCare of Connecticut, Inc.
                                    
                                        
                                    

                                    
                                        CMS Contract: H0712","CT","HMO","Yes",2.5,2.5,3,"Medicare"
"1713",NA,"UnitedHealthcare Insurance Company (CT)
                                    
                                        
                                    

                                    
                                        CMS Contract: H0710","CT","PPO","No",NA,1.5,3,"Medicare"
"1810",NA,"Anthem Health Plans, Inc. dba Anthem Blue Cross and Blue Shield - Connecticut
                                    
                                        
                                    

                                    
                                        CMS Contract: H5854","CT","HMO","No",NA,NA,NA,"Medicare"
"917",NA,"Community Health Network of Connecticut, Inc.","CT","POS","No",NA,NA,NA,"Medicaid"
"1017",NA,"Community Health Network of Connecticut, Inc.","CT","HMO","No",NA,NA,NA,"Medicaid"
